NODE_100323_length_272_cov_2.069853,9606,6
NODE_100335_length_293_cov_1.508532,9606,2
NODE_100339_length_248_cov_1.225806,9606,2
NODE_10036_length_320_cov_2.584375,9606,12
NODE_100363_length_695_cov_2.941007,321846,25
NODE_100384_length_240_cov_1.737500,9606,2
NODE_100389_length_245_cov_1.951020,9606,4
NODE_100398_length_382_cov_1.725131,9606,4
NODE_100400_length_366_cov_2.106557,9606,4
NODE_100413_length_433_cov_1.325635,36873,6
NODE_100415_length_370_cov_1.702703,9606,4
NODE_100417_length_272_cov_1.588235,9606,4
NODE_10042_length_306_cov_4.333333,9606,30
NODE_100423_length_264_cov_1.371212,9606,2
NODE_100428_length_242_cov_2.417355,9606,5
NODE_100429_length_247_cov_1.716599,9606,4
NODE_100432_length_234_cov_1.256410,9606,2
NODE_100435_length_258_cov_1.910853,9606,4
NODE_100439_length_287_cov_1.191638,9606,2
NODE_10044_length_235_cov_1.455319,9606,2
NODE_100446_length_274_cov_2.613139,9606,8
NODE_100467_length_382_cov_2.138743,9606,10
NODE_100468_length_345_cov_1.794203,9606,9
NODE_100469_length_350_cov_1.194286,9606,3
NODE_10047_length_273_cov_1.428571,9606,6
NODE_100472_length_300_cov_1.353333,9606,2
NODE_100476_length_265_cov_1.520755,9606,2
NODE_1005_length_364_cov_5.593407,9598,25
NODE_100520_length_242_cov_2.950413,9606,8
NODE_100527_length_238_cov_3.638655,9606,12
NODE_100529_length_389_cov_1.491003,9606,4
NODE_100546_length_235_cov_1.770213,9606,2
NODE_100549_length_313_cov_1.980831,9606,4
NODE_100573_length_359_cov_1.356546,9606,4
NODE_10060_length_420_cov_3.207143,9606,20
NODE_100608_length_245_cov_1.326531,9606,2
NODE_100614_length_351_cov_1.962963,9606,4
NODE_100630_length_309_cov_2.165049,9606,6
NODE_100645_length_279_cov_1.405018,9606,2
NODE_10065_length_295_cov_2.135593,9606,5
NODE_100665_length_234_cov_1.794872,9606,2
NODE_10067_length_310_cov_1.641935,9606,4
NODE_100686_length_282_cov_1.152482,9606,2
NODE_100690_length_270_cov_1.007407,9606,2
NODE_100707_length_289_cov_1.910035,9606,6
NODE_10073_length_239_cov_3.029289,9606,10
NODE_100747_length_258_cov_2.918605,9606,6
NODE_100755_length_284_cov_1.538732,9606,6
NODE_100760_length_234_cov_1.333333,9606,2
NODE_100761_length_251_cov_1.637450,9606,2
NODE_100763_length_243_cov_1.279835,9606,2
NODE_100773_length_255_cov_3.274510,9606,8
NODE_100781_length_453_cov_1.653422,9606,12
NODE_1008_length_258_cov_1.569767,9606,4
NODE_100823_length_244_cov_4.713115,9606,16
NODE_100828_length_260_cov_2.615385,9606,6
NODE_10083_length_295_cov_3.969491,9606,14
NODE_100834_length_342_cov_2.055556,9606,6
NODE_100874_length_265_cov_1.796226,9606,4
NODE_100881_length_236_cov_1.533898,9606,2
NODE_100893_length_294_cov_1.653061,9606,4
NODE_100903_length_253_cov_1.513834,9606,2
NODE_100922_length_242_cov_1.111570,9606,2
NODE_100931_length_286_cov_2.548951,9606,7
NODE_100942_length_256_cov_1.507812,9606,2
NODE_100944_length_407_cov_2.643735,9606,13
NODE_100946_length_245_cov_1.693878,9606,2
NODE_100971_length_344_cov_2.479651,9606,12
NODE_100984_length_301_cov_1.465116,9606,4
NODE_10099_length_327_cov_2.960245,9606,13
NODE_100990_length_333_cov_3.006006,9606,7
NODE_100991_length_236_cov_2.012712,9606,4
NODE_100993_length_238_cov_2.768908,9606,6
NODE_100996_length_251_cov_1.637450,9606,4
NODE_100998_length_374_cov_2.459893,9606,8
NODE_1010_length_528_cov_28.096590,9606,220
NODE_10101_length_281_cov_1.597865,9606,6
NODE_101029_length_281_cov_1.338078,9606,2
NODE_101034_length_332_cov_1.102410,9606,2
NODE_101039_length_250_cov_2.208000,9606,5
NODE_101052_length_293_cov_1.385666,9606,2
NODE_10106_length_341_cov_1.973607,9606,9
NODE_101067_length_243_cov_1.580247,9606,2
NODE_10109_length_247_cov_2.105263,9606,4
NODE_101109_length_236_cov_1.822034,9606,3
NODE_10111_length_366_cov_2.653005,9606,13
NODE_101116_length_284_cov_1.771127,9606,4
NODE_101119_length_252_cov_1.396825,9606,2
NODE_101147_length_253_cov_1.383399,9606,2
NODE_101148_length_319_cov_4.360502,9606,17
NODE_10115_length_737_cov_3.130258,9606,33
NODE_101165_length_280_cov_1.700000,9606,4
NODE_10117_length_246_cov_3.621951,9606,18
NODE_101173_length_252_cov_1.400794,9606,2
NODE_101175_length_331_cov_1.761329,9606,4
NODE_101177_length_245_cov_1.077551,9606,2
NODE_101185_length_282_cov_1.656028,9606,4
NODE_101187_length_249_cov_1.642570,9606,2
NODE_10120_length_282_cov_1.010638,9606,2
NODE_101204_length_296_cov_1.881757,9606,4
NODE_101209_length_297_cov_1.966330,9606,4
NODE_101212_length_280_cov_1.060714,9606,2
NODE_101214_length_239_cov_2.196653,9606,6
NODE_101226_length_284_cov_2.042253,9606,4
NODE_101229_length_274_cov_1.598540,9606,3
NODE_101233_length_272_cov_1.363971,9606,4
NODE_10124_length_287_cov_1.184669,9606,2
NODE_101256_length_261_cov_1.570881,9606,2
NODE_101259_length_355_cov_2.230986,9606,8
NODE_101270_length_268_cov_1.332090,9606,2
NODE_101277_length_264_cov_1.560606,9606,2
NODE_101280_length_276_cov_2.025362,9606,4
NODE_10130_length_237_cov_2.392405,9606,4
NODE_101309_length_234_cov_1.688034,9606,4
NODE_101319_length_338_cov_5.647929,9606,16
NODE_101320_length_272_cov_1.746324,9606,5
NODE_101321_length_287_cov_2.146342,9606,8
NODE_101325_length_266_cov_1.571429,9606,2
NODE_101335_length_331_cov_1.848943,9606,8
NODE_101339_length_239_cov_1.246862,9606,2
NODE_101343_length_357_cov_1.812325,9606,4
NODE_101392_length_252_cov_1.400794,9606,2
NODE_101395_length_343_cov_1.693878,9606,4
NODE_101398_length_337_cov_1.623145,9606,4
NODE_101406_length_250_cov_2.368000,9598,6
NODE_101408_length_274_cov_1.733577,9606,6
NODE_101409_length_280_cov_2.135714,9606,4
NODE_101415_length_292_cov_1.818493,9606,6
NODE_101417_length_495_cov_1.763636,9606,9
NODE_101419_length_241_cov_1.244813,9606,2
NODE_101425_length_367_cov_1.877384,9606,6
NODE_101428_length_346_cov_1.835260,9606,4
NODE_101432_length_328_cov_1.146341,9606,3
NODE_101434_length_242_cov_1.400826,9606,2
NODE_101439_length_341_cov_1.674487,9606,5
NODE_101442_length_323_cov_2.117647,9606,4
NODE_101457_length_261_cov_2.773946,9606,8
NODE_101466_length_254_cov_2.566929,9606,4
NODE_101469_length_239_cov_1.811715,9606,5
NODE_101486_length_338_cov_1.233728,9606,2
NODE_101496_length_365_cov_1.769863,9606,4
NODE_101502_length_274_cov_2.412409,9606,4
NODE_10151_length_273_cov_1.234432,9606,4
NODE_101510_length_320_cov_11.853125,9606,90
NODE_101517_length_288_cov_1.833333,9606,8
NODE_101518_length_338_cov_1.207101,9606,2
NODE_101520_length_271_cov_1.199262,710685,2
NODE_10154_length_238_cov_1.680672,9606,2
NODE_101544_length_268_cov_1.667910,9606,4
NODE_101551_length_268_cov_2.089552,9606,4
NODE_101554_length_257_cov_3.408560,9606,10
NODE_101566_length_264_cov_1.738636,9606,5
NODE_101576_length_286_cov_1.933566,9606,5
NODE_101587_length_312_cov_1.509615,9598,5
NODE_101597_length_260_cov_3.707692,9606,12
NODE_1016_length_241_cov_5.630705,342113,37
NODE_101604_length_318_cov_31.767296,9606,198
NODE_101613_length_352_cov_2.872159,9606,11
NODE_101618_length_249_cov_1.682731,9606,2
NODE_101636_length_281_cov_1.711744,9606,3
NODE_101641_length_269_cov_1.141264,9606,2
NODE_101655_length_268_cov_2.152985,9606,4
NODE_101662_length_236_cov_1.508475,9606,4
NODE_101664_length_259_cov_2.042471,9606,9
NODE_101672_length_354_cov_2.641243,9606,11
NODE_101683_length_258_cov_3.922481,9606,22
NODE_101684_length_326_cov_1.883436,9606,9
NODE_101693_length_249_cov_2.028112,9606,4
NODE_101715_length_293_cov_2.395905,9606,7
NODE_101717_length_258_cov_3.282946,9606,7
NODE_10172_length_288_cov_1.663194,9606,9
NODE_101724_length_295_cov_1.074576,9606,2
NODE_101743_length_287_cov_2.616725,9606,9
NODE_10176_length_337_cov_1.958457,9606,5
NODE_101794_length_249_cov_2.730924,9606,6
NODE_101827_length_253_cov_1.118577,9606,2
NODE_101833_length_244_cov_3.081967,9606,9
NODE_101834_length_288_cov_2.277778,9606,6
NODE_10184_length_265_cov_2.347170,9606,6
NODE_101865_length_325_cov_2.969231,9606,8
NODE_101882_length_301_cov_1.740864,9606,4
NODE_101888_length_283_cov_1.660777,9606,4
NODE_101889_length_292_cov_2.972603,9606,11
NODE_101895_length_253_cov_1.703557,9606,2
NODE_10192_length_415_cov_2.985542,9606,13
NODE_101927_length_271_cov_4.357934,9606,14
NODE_101928_length_283_cov_1.420495,9606,3
NODE_101929_length_302_cov_4.761590,9606,17
NODE_101930_length_296_cov_1.344595,9606,2
NODE_10194_length_255_cov_1.921569,9606,4
NODE_101961_length_296_cov_1.929054,9606,5
NODE_10202_length_262_cov_2.156489,9606,4
NODE_10204_length_234_cov_1.542735,9606,2
NODE_102042_length_289_cov_1.965398,9606,4
NODE_102048_length_240_cov_1.287500,9606,2
NODE_10206_length_367_cov_3.880109,9606,12
NODE_102065_length_483_cov_3.387164,9606,21
NODE_102083_length_295_cov_2.864407,9606,11
NODE_102086_length_291_cov_1.508591,9606,4
NODE_102091_length_256_cov_1.792969,9606,5
NODE_102097_length_251_cov_2.908366,9606,6
NODE_102099_length_300_cov_1.763333,9606,5
NODE_10210_length_256_cov_5.097656,9606,18
NODE_102155_length_316_cov_2.924051,9606,10
NODE_102156_length_311_cov_2.109325,9606,7
NODE_102160_length_544_cov_4.093750,9606,23
NODE_102178_length_260_cov_2.876923,9606,7
NODE_102181_length_292_cov_4.434931,1249661,11
NODE_102182_length_242_cov_1.615703,9606,2
NODE_102190_length_261_cov_1.126437,9606,2
NODE_102191_length_256_cov_1.460938,9606,2
NODE_1022_length_266_cov_1.045113,9606,2
NODE_102202_length_262_cov_1.450382,9606,2
NODE_102203_length_280_cov_1.817857,9606,4
NODE_102206_length_253_cov_1.644269,9606,4
NODE_102207_length_240_cov_1.500000,9606,2
NODE_102209_length_271_cov_2.867159,9606,6
NODE_102211_length_363_cov_2.223140,9606,7
NODE_102212_length_278_cov_6.902878,9606,23
NODE_102213_length_293_cov_24.013653,9606,163
NODE_102215_length_237_cov_2.772152,9606,6
NODE_102219_length_251_cov_4.035857,9606,12
NODE_102241_length_405_cov_3.750617,9606,17
NODE_102246_length_409_cov_2.469438,9606,12
NODE_102253_length_340_cov_1.988235,9606,4
NODE_102258_length_234_cov_1.615385,9606,2
NODE_102262_length_274_cov_3.478102,9606,13
NODE_102266_length_245_cov_2.073469,9606,4
NODE_102274_length_236_cov_1.817797,9606,4
NODE_102277_length_287_cov_1.637631,9606,4
NODE_102280_length_244_cov_2.442623,9606,22
NODE_102285_length_238_cov_2.058824,9606,8
NODE_102303_length_286_cov_1.412587,9606,2
NODE_102304_length_235_cov_1.829787,9606,2
NODE_102343_length_241_cov_2.402490,9606,8
NODE_102347_length_244_cov_1.807377,9606,2
NODE_102357_length_237_cov_1.691983,9606,2
NODE_102361_length_276_cov_2.192029,9606,4
NODE_102362_length_302_cov_2.112583,9606,6
NODE_102367_length_309_cov_2.009709,9606,8
NODE_102372_length_330_cov_2.193939,9606,6
NODE_102386_length_237_cov_1.472574,9606,2
NODE_102403_length_276_cov_1.507246,9606,2
NODE_10241_length_290_cov_1.693103,9606,7
NODE_102417_length_254_cov_1.818898,9606,6
NODE_102450_length_354_cov_1.802260,9606,4
NODE_102453_length_240_cov_1.483333,9606,2
NODE_102458_length_240_cov_1.383333,9606,3
NODE_10246_length_246_cov_2.280488,9606,12
NODE_102462_length_514_cov_2.793774,9606,16
NODE_102473_length_255_cov_1.525490,9606,3
NODE_102484_length_271_cov_1.424354,9606,2
NODE_102513_length_234_cov_1.965812,9606,4
NODE_102527_length_263_cov_1.859316,9606,6
NODE_10254_length_236_cov_1.847458,9606,4
NODE_102551_length_469_cov_14.799574,9606,92
NODE_10256_length_321_cov_2.420561,9606,11
NODE_102579_length_249_cov_1.132530,9606,2
NODE_10258_length_248_cov_1.060484,9606,2
NODE_102582_length_454_cov_3.548458,9606,20
NODE_102583_length_306_cov_3.271242,9606,8
NODE_102591_length_391_cov_1.081841,9606,2
NODE_1026_length_247_cov_1.068826,9606,2
NODE_102611_length_281_cov_1.978648,9606,9
NODE_102617_length_241_cov_1.643154,9606,2
NODE_10262_length_494_cov_3.550607,9606,22
NODE_102622_length_401_cov_2.249377,9606,7
NODE_102631_length_243_cov_1.995885,9606,3
NODE_102637_length_412_cov_3.077670,9606,11
NODE_102641_length_260_cov_1.196154,9606,2
NODE_10265_length_246_cov_1.170732,9606,2
NODE_102652_length_379_cov_2.572559,9606,11
NODE_102653_length_242_cov_4.231405,32630,12
NODE_102669_length_279_cov_1.032258,9606,2
NODE_102675_length_236_cov_2.165254,9606,8
NODE_102678_length_244_cov_2.631148,9606,5
NODE_1027_length_482_cov_3.099585,9606,16
NODE_102707_length_361_cov_2.229917,9606,10
NODE_10271_length_579_cov_2.103627,9606,13
NODE_102710_length_237_cov_1.628692,9606,2
NODE_102713_length_237_cov_1.409283,9606,4
NODE_102720_length_245_cov_1.661224,9606,9
NODE_102721_length_305_cov_1.855738,9606,4
NODE_102726_length_315_cov_2.244444,9606,6
NODE_102731_length_291_cov_3.120275,9606,10
NODE_102733_length_245_cov_1.644898,9606,6
NODE_102778_length_337_cov_2.771513,N/A,11
NODE_10278_length_310_cov_2.393548,9606,10
NODE_102780_length_248_cov_1.362903,9606,2
NODE_102791_length_251_cov_1.701195,522373,2
NODE_102798_length_328_cov_3.411585,9606,16
NODE_102799_length_307_cov_1.804560,9606,6
NODE_102815_length_286_cov_1.006993,9606,2
NODE_102823_length_236_cov_2.470339,9606,5
NODE_102831_length_391_cov_2.575448,9606,9
NODE_102845_length_428_cov_2.292056,9606,39
NODE_102850_length_292_cov_3.400685,9606,11
NODE_102863_length_342_cov_2.096491,9606,10
NODE_102871_length_242_cov_1.954545,9606,4
NODE_102898_length_348_cov_3.362069,9606,16
NODE_102906_length_409_cov_4.041565,9606,20
NODE_102914_length_250_cov_1.600000,9606,2
NODE_102917_length_244_cov_1.770492,9606,8
NODE_10293_length_423_cov_2.075650,9606,10
NODE_102941_length_244_cov_2.061476,9606,4
NODE_102943_length_288_cov_1.277778,9606,2
NODE_102945_length_313_cov_2.674121,9606,10
NODE_102953_length_240_cov_1.350000,9606,3
NODE_102988_length_242_cov_1.987603,9606,4
NODE_102998_length_235_cov_1.408511,9606,5
NODE_103020_length_300_cov_1.693333,9606,4
NODE_103022_length_359_cov_1.930362,9606,6
NODE_103039_length_235_cov_1.668085,9606,3
NODE_103043_length_238_cov_1.781513,9606,3
NODE_103055_length_327_cov_3.850153,9606,25
NODE_103068_length_415_cov_2.202410,9606,6
NODE_10307_length_260_cov_2.446154,9606,4
NODE_103072_length_264_cov_1.371212,9606,2
NODE_103073_length_254_cov_1.641732,9606,2
NODE_103077_length_254_cov_1.488189,9606,2
NODE_103078_length_332_cov_2.012048,9606,8
NODE_103083_length_284_cov_2.091549,9606,6
NODE_103093_length_294_cov_2.738095,9606,8
NODE_10312_length_235_cov_3.868085,9606,10
NODE_103129_length_244_cov_1.561475,9606,2
NODE_103134_length_447_cov_1.427293,640511,5
NODE_103136_length_248_cov_1.379032,9606,2
NODE_103164_length_429_cov_1.291375,9606,6
NODE_103166_length_395_cov_1.886076,9606,4
NODE_103167_length_344_cov_3.008721,9606,12
NODE_103173_length_245_cov_1.004082,9606,2
NODE_103174_length_244_cov_1.885246,9606,6
NODE_103184_length_284_cov_1.873239,9606,4
NODE_103190_length_248_cov_2.330645,9606,4
NODE_103193_length_374_cov_1.534759,9606,7
NODE_103199_length_282_cov_1.219858,9606,9
NODE_103209_length_282_cov_2.085106,9606,4
NODE_103219_length_292_cov_2.715753,9606,5
NODE_103229_length_285_cov_1.515790,9606,5
NODE_103230_length_375_cov_1.682667,9606,4
NODE_103231_length_240_cov_1.233333,9606,2
NODE_103247_length_307_cov_1.579805,9606,4
NODE_103249_length_238_cov_1.004202,9606,2
NODE_103276_length_315_cov_1.800000,9606,6
NODE_103289_length_289_cov_2.370242,9606,11
NODE_103298_length_241_cov_1.008299,9606,2
NODE_103300_length_326_cov_3.303681,9606,15
NODE_103308_length_304_cov_1.286184,9606,2
NODE_103310_length_304_cov_2.309211,9606,6
NODE_103325_length_251_cov_2.131474,9606,4
NODE_103341_length_313_cov_1.303514,9606,4
NODE_103345_length_355_cov_3.766197,9606,13
NODE_10335_length_302_cov_2.844371,9606,11
NODE_103355_length_322_cov_2.177019,9606,9
NODE_103373_length_245_cov_1.220408,9606,2
NODE_103376_length_280_cov_2.910714,9606,10
NODE_103398_length_276_cov_2.326087,9606,6
NODE_103399_length_307_cov_4.065146,9606,9
NODE_10340_length_341_cov_1.319648,9606,5
NODE_103402_length_249_cov_1.742972,9606,2
NODE_103409_length_250_cov_1.108000,9606,4
NODE_103416_length_282_cov_4.638298,9606,13
NODE_103421_length_260_cov_4.638462,9606,20
NODE_103422_length_241_cov_6.290456,9606,14
NODE_10343_length_306_cov_1.839869,9606,7
NODE_103457_length_293_cov_2.156996,9606,16
NODE_103465_length_403_cov_2.193548,9606,8
NODE_103473_length_241_cov_2.717842,9606,6
NODE_103476_length_285_cov_2.291228,9606,6
NODE_103486_length_237_cov_1.506329,9606,3
NODE_103490_length_277_cov_1.454874,9606,2
NODE_103496_length_343_cov_5.402332,9606,27
NODE_10351_length_270_cov_1.618518,9606,6
NODE_103520_length_353_cov_1.297450,9606,4
NODE_103527_length_267_cov_2.037453,9606,6
NODE_103529_length_236_cov_1.724576,9606,2
NODE_103537_length_314_cov_1.767516,9606,4
NODE_103540_length_247_cov_1.595142,9606,2
NODE_10356_length_259_cov_1.127413,9606,2
NODE_103562_length_348_cov_2.385057,9606,8
NODE_103568_length_247_cov_2.785425,9606,8
NODE_103576_length_246_cov_2.865854,9606,8
NODE_10361_length_279_cov_2.627240,9606,6
NODE_103622_length_250_cov_1.652000,9606,2
NODE_103635_length_425_cov_2.609412,9606,14
NODE_103640_length_268_cov_2.496269,9606,10
NODE_103648_length_336_cov_1.178571,9606,4
NODE_103650_length_352_cov_1.678977,9606,6
NODE_103651_length_267_cov_3.220974,9606,11
NODE_103653_length_260_cov_1.530769,9606,4
NODE_103656_length_246_cov_2.313008,9606,4
NODE_103668_length_243_cov_1.711934,9606,2
NODE_103672_length_266_cov_1.830827,9606,4
NODE_103676_length_236_cov_2.194915,9606,5
NODE_103677_length_250_cov_2.388000,9606,4
NODE_103703_length_241_cov_1.410788,9606,2
NODE_103715_length_278_cov_2.068345,9606,7
NODE_103716_length_370_cov_2.178378,9606,6
NODE_103724_length_255_cov_1.156863,9606,2
NODE_103726_length_434_cov_1.092166,9606,4
NODE_10373_length_261_cov_1.099617,9606,2
NODE_103732_length_275_cov_3.992727,9606,14
NODE_103735_length_234_cov_1.111111,9606,2
NODE_103745_length_236_cov_1.406780,9606,2
NODE_10376_length_370_cov_1.708108,9606,5
NODE_103764_length_374_cov_1.516043,9606,6
NODE_103779_length_296_cov_3.057432,9606,10
NODE_103796_length_265_cov_6.128302,9606,14
NODE_103799_length_286_cov_1.674825,9606,4
NODE_103826_length_312_cov_2.798077,9606,8
NODE_103830_length_266_cov_1.281955,9606,2
NODE_10384_length_239_cov_1.133891,9606,3
NODE_103850_length_277_cov_2.667870,9606,10
NODE_103855_length_339_cov_2.174041,9597,7
NODE_103860_length_329_cov_1.762918,9606,5
NODE_103869_length_361_cov_1.817175,9606,6
NODE_103881_length_270_cov_1.285185,9606,4
NODE_10390_length_260_cov_1.865385,9606,5
NODE_103908_length_260_cov_2.615385,9606,8
NODE_103911_length_239_cov_4.447699,9606,12
NODE_103919_length_501_cov_5.209581,342113,26
NODE_103924_length_238_cov_1.394958,9606,2
NODE_10393_length_341_cov_2.777126,9606,11
NODE_103939_length_234_cov_1.666667,9606,2
NODE_10394_length_297_cov_1.582492,9606,7
NODE_103948_length_271_cov_2.114391,9606,4
NODE_103956_length_234_cov_2.521368,9606,6
NODE_103971_length_277_cov_2.916967,9606,8
NODE_103982_length_266_cov_1.507519,9606,4
NODE_103985_length_292_cov_1.715753,9606,8
NODE_104004_length_249_cov_1.257028,9606,2
NODE_104008_length_271_cov_1.630996,9606,3
NODE_104012_length_244_cov_1.192623,9606,2
NODE_104013_length_346_cov_2.947977,9606,8
NODE_104029_length_263_cov_2.330798,9606,6
NODE_104030_length_283_cov_1.427562,9606,7
NODE_104066_length_383_cov_1.462141,9606,4
NODE_104072_length_251_cov_2.490040,9606,6
NODE_104106_length_368_cov_2.062500,9606,6
NODE_104108_length_371_cov_3.148248,9606,11
NODE_104119_length_280_cov_1.978571,9606,6
NODE_10412_length_335_cov_2.247761,9606,10
NODE_104126_length_266_cov_1.909774,9606,4
NODE_104131_length_296_cov_2.104730,9606,4
NODE_104142_length_244_cov_1.303279,9606,4
NODE_10415_length_246_cov_2.150407,9606,5
NODE_104152_length_286_cov_1.167832,1294143,4
NODE_104158_length_249_cov_1.726908,9606,5
NODE_104159_length_240_cov_1.429167,9606,2
NODE_104168_length_237_cov_1.797468,9606,2
NODE_104177_length_250_cov_2.100000,9606,5
NODE_104197_length_417_cov_4.781775,9606,21
NODE_104207_length_796_cov_6.781407,269482,57
NODE_104209_length_237_cov_1.704641,9606,2
NODE_104212_length_361_cov_1.709141,9606,4
NODE_104218_length_240_cov_2.258333,9606,4
NODE_104232_length_280_cov_2.932143,9606,7
NODE_104241_length_234_cov_1.649573,9606,2
NODE_104251_length_242_cov_3.384298,9606,9
NODE_10426_length_327_cov_2.443425,9606,9
NODE_104264_length_315_cov_1.914286,9606,7
NODE_104265_length_252_cov_2.654762,9606,5
NODE_104272_length_260_cov_2.184615,9606,6
NODE_104308_length_250_cov_1.676000,9606,4
NODE_104318_length_249_cov_1.148594,9606,2
NODE_104328_length_272_cov_3.047794,9606,10
NODE_10433_length_392_cov_1.971939,9606,6
NODE_104332_length_243_cov_1.547325,9606,2
NODE_104336_length_284_cov_3.359155,9606,8
NODE_104351_length_305_cov_1.596721,9606,5
NODE_104357_length_344_cov_4.206395,9606,15
NODE_104364_length_325_cov_1.440000,9598,4
NODE_104365_length_247_cov_1.562753,9606,3
NODE_104382_length_254_cov_3.830709,9606,14
NODE_10439_length_356_cov_1.918539,9606,4
NODE_104397_length_361_cov_1.977839,9606,8
NODE_104403_length_251_cov_1.350598,9606,2
NODE_104404_length_304_cov_2.476974,9606,11
NODE_104405_length_262_cov_2.519084,9606,7
NODE_104440_length_288_cov_1.989583,9606,6
NODE_104444_length_336_cov_3.125000,9606,11
NODE_104448_length_249_cov_1.626506,9606,3
NODE_104449_length_328_cov_1.792683,9606,6
NODE_104466_length_248_cov_1.286290,9606,3
NODE_104468_length_322_cov_3.093168,9606,10
NODE_104487_length_247_cov_1.696356,9606,2
NODE_104493_length_498_cov_1.728916,9606,6
NODE_104525_length_413_cov_8.346247,999541,48
NODE_104531_length_321_cov_2.623053,9606,12
NODE_104533_length_322_cov_3.217391,9606,14
NODE_104550_length_331_cov_1.468278,9606,4
NODE_104553_length_340_cov_1.844118,9606,4
NODE_104557_length_241_cov_2.157676,9606,4
NODE_104563_length_268_cov_5.447761,9606,17
NODE_104564_length_260_cov_1.926923,9606,4
NODE_104567_length_254_cov_1.047244,9606,2
NODE_104571_length_240_cov_1.987500,9606,4
NODE_104574_length_268_cov_1.197761,9606,3
NODE_104576_length_259_cov_1.308880,9606,2
NODE_104577_length_352_cov_1.855114,9606,10
NODE_10458_length_257_cov_2.389105,9606,4
NODE_104605_length_276_cov_1.894928,9606,4
NODE_104611_length_282_cov_2.617021,9606,8
NODE_104618_length_260_cov_1.626923,9606,2
NODE_104623_length_272_cov_1.871324,9606,4
NODE_104629_length_331_cov_1.220544,9606,4
NODE_104635_length_386_cov_2.976684,9606,15
NODE_104659_length_282_cov_2.039007,9606,8
NODE_104667_length_247_cov_1.526316,9606,6
NODE_10468_length_305_cov_2.170492,9606,6
NODE_104680_length_351_cov_2.205128,9606,6
NODE_104681_length_307_cov_2.550489,9606,11
NODE_104682_length_589_cov_4.534805,9606,32
NODE_104686_length_235_cov_1.502128,9606,2
NODE_104691_length_258_cov_1.267442,9606,4
NODE_104698_length_264_cov_1.030303,9606,2
NODE_1047_length_420_cov_2.652381,9606,14
NODE_104722_length_302_cov_3.172185,9606,13
NODE_104732_length_237_cov_1.405063,9606,2
NODE_104736_length_236_cov_2.000000,9606,9
NODE_104743_length_236_cov_2.745763,9606,5
NODE_104755_length_270_cov_1.466667,9606,2
NODE_104756_length_272_cov_8.036765,269482,29
NODE_104763_length_331_cov_1.534743,9606,6
NODE_104764_length_238_cov_1.663866,9606,2
NODE_104768_length_246_cov_1.719512,9606,2
NODE_104770_length_261_cov_1.279693,9606,3
NODE_104781_length_263_cov_1.505703,9606,4
NODE_104794_length_268_cov_5.686567,9606,18
NODE_104797_length_273_cov_2.065934,9606,4
